date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:42:44	1799/1799	---M--	200	added ('OK')	image/gif	etag:%22707-4655938e6ff00%22	http://www.rodart.it/templates/roda/images/sign.gif	docs/www.rodart.it/templates/roda/images/sign.gif	(from http://www.rodart.it/templates/roda/css/template_css.css)
21:42:45	16025/16025	---M--	200	added ('OK')	image/gif	etag:%223e99-4662d8aad0940%22	http://www.rodart.it/templates/roda/images/footer.gif	docs/www.rodart.it/templates/roda/images/footer.gif	(from http://www.rodart.it/templates/roda/css/template_css.css)
21:42:46	4757/4757	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:46%20GMT	http://www.rodart.it/index.php?option=com_content&task=view&id=14	docs/www.rodart.it/indexfd95.html	(from http://www.rodart.it/biografia.html)
21:42:49	6954/6954	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:48%20GMT	http://www.rodart.it/index.php	docs/www.rodart.it/index-2.html	(from http://www.rodart.it/biografia.html)
21:42:50	6120/6120	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:49%20GMT	http://www.rodart.it/recensioni/dino-maras.html	docs/www.rodart.it/recensioni/dino-maras.html	(from http://www.rodart.it/recensioni.html)
21:42:51	7502/7502	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:50%20GMT	http://www.rodart.it/recensioni/flavio-de-gregorio.html	docs/www.rodart.it/recensioni/flavio-de-gregorio.html	(from http://www.rodart.it/recensioni.html)
21:42:52	5198/5198	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:51%20GMT	http://www.rodart.it/recensioni/anna-francesca-biondolillo.html	docs/www.rodart.it/recensioni/anna-francesca-biondolillo.html	(from http://www.rodart.it/recensioni.html)
21:42:53	5092/5092	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:52%20GMT	http://www.rodart.it/recensioni/elena-cicchetti.html	docs/www.rodart.it/recensioni/elena-cicchetti.html	(from http://www.rodart.it/recensioni.html)
21:42:54	5216/5216	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:53%20GMT	http://www.rodart.it/recensioni/vittoria-colpi.html	docs/www.rodart.it/recensioni/vittoria-colpi.html	(from http://www.rodart.it/recensioni.html)
21:42:55	106128/106128	---M--	200	added ('OK')	image/jpeg	etag:%2219e90-4df9b0c696000%22	http://www.rodart.it/images/stories/io.jpg	docs/www.rodart.it/images/stories/io.jpg	(from http://www.rodart.it/biografia.html)
21:42:55	5357/5357	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:54%20GMT	http://www.rodart.it/recensioni/paolo-levi.html	docs/www.rodart.it/recensioni/paolo-levi.html	(from http://www.rodart.it/recensioni.html)
21:42:56	5486/5486	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:55%20GMT	http://www.rodart.it/recensioni/nadine-giove.html	docs/www.rodart.it/recensioni/nadine-giove.html	(from http://www.rodart.it/recensioni.html)
21:42:56	4626/4626	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:56%20GMT	http://www.rodart.it/recensioni/daniele-radini-tedeschi.html	docs/www.rodart.it/recensioni/daniele-radini-tedeschi.html	(from http://www.rodart.it/recensioni.html)
21:42:57	5077/5077	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:57%20GMT	http://www.rodart.it/recensioni/sandro-serradifalco.html	docs/www.rodart.it/recensioni/sandro-serradifalco.html	(from http://www.rodart.it/recensioni.html)
21:42:58	5193/5193	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:58%20GMT	http://www.rodart.it/recensioni/giancarlo-al.html	docs/www.rodart.it/recensioni/giancarlo-al.html	(from http://www.rodart.it/recensioni.html)
21:42:59	6229/6229	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:42:59%20GMT	http://www.rodart.it/pensieri/oltre-il-tempo-oltre-il-colore-oltre.html	docs/www.rodart.it/pensieri/oltre-il-tempo-oltre-il-colore-oltre.html	(from http://www.rodart.it/pagine/dicono-di-me.html)
21:43:00	5353/5353	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:43:00%20GMT	http://www.rodart.it/pensieri/il-rosso-e-il-nero-roda.html	docs/www.rodart.it/pensieri/il-rosso-e-il-nero-roda.html	(from http://www.rodart.it/pagine/dicono-di-me.html)
21:43:01	8332/8332	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:43:01%20GMT	http://www.rodart.it/pensieri/nota-critica-a-rosalba-darienzo-roda.html	docs/www.rodart.it/pensieri/nota-critica-a-rosalba-darienzo-roda.html	(from http://www.rodart.it/pagine/dicono-di-me.html)
21:43:02	2129/2129	---M-Z	200	added ('OK')	text/css	etag:%22851-4da980eadd4c0-gzip%22	http://www.rodart.it/mambots/content/plugin_jw_sig/sig.css	docs/www.rodart.it/mambots/content/plugin_jw_sig/sig.css	(from http://www.rodart.it/galleria.html)
21:43:03	10185/10185	---M-Z	200	added ('OK')	application/javascript	etag:%2227c9-465592c165b40-gzip%22	http://www.rodart.it/mambots/content/plugin_jw_sig/mootools.js	docs/www.rodart.it/mambots/content/plugin_jw_sig/mootools.js	(from http://www.rodart.it/galleria.html)
21:43:04	9308/9308	---M-Z	200	added ('OK')	application/javascript	etag:%22245c-4d40a4b019900-gzip%22	http://www.rodart.it/mambots/content/plugin_jw_sig/slimbox.js	docs/www.rodart.it/mambots/content/plugin_jw_sig/slimbox.js	(from http://www.rodart.it/galleria.html)
21:43:07	2613/2613	---M--	200	added ('OK')	image/jpeg	etag:%22a35-4ddf39137fe80%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/01a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/01a.jpg	(from http://www.rodart.it/galleria.html)
21:43:10	1866/1866	---M--	200	added ('OK')	image/jpeg	etag:%2274a-4ddf3914740c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/02a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/02a.jpg	(from http://www.rodart.it/galleria.html)
21:43:12	2266/2266	---M--	200	added ('OK')	image/jpeg	etag:%228da-4ddf391568300%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/03a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/03a.jpg	(from http://www.rodart.it/galleria.html)
21:43:23	134269/134269	---M--	200	added ('OK')	image/jpeg	etag:%2220c7d-484ffe21e3500%22	http://www.rodart.it/images/stories/quadri/01a.jpg	docs/www.rodart.it/images/stories/quadri/01a.jpg	(from http://www.rodart.it/galleria.html)
21:43:26	2593/2593	---M--	200	added ('OK')	image/jpeg	etag:%22a21-4ddf39165c540%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/04a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/04a.jpg	(from http://www.rodart.it/galleria.html)
21:43:26	92343/92343	---M--	200	added ('OK')	image/jpeg	etag:%22168b7-48500d6ea0dc0%22	http://www.rodart.it/images/stories/quadri/02a.jpg	docs/www.rodart.it/images/stories/quadri/02a.jpg	(from http://www.rodart.it/galleria.html)
21:43:29	2236/2236	---M--	200	added ('OK')	image/jpeg	etag:%228bc-4ddf3922c2280%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/05a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/05a.jpg	(from http://www.rodart.it/galleria.html)
21:43:43	171662/171662	---M--	200	added ('OK')	image/jpeg	etag:%2229e8e-485006d0e71c0%22	http://www.rodart.it/images/stories/quadri/04a.jpg	docs/www.rodart.it/images/stories/quadri/04a.jpg	(from http://www.rodart.it/galleria.html)
21:43:46	2405/2405	---M--	200	added ('OK')	image/jpeg	etag:%22965-4ddf3923b64c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/06a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/06a.jpg	(from http://www.rodart.it/galleria.html)
21:43:59	186140/186140	---M--	200	added ('OK')	image/jpeg	etag:%222d71c-485006f430500%22	http://www.rodart.it/images/stories/quadri/05a.jpg	docs/www.rodart.it/images/stories/quadri/05a.jpg	(from http://www.rodart.it/galleria.html)
21:44:01	2258/2258	---M--	200	added ('OK')	image/jpeg	etag:%228d2-4ddf3924aa700%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/07a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/07a.jpg	(from http://www.rodart.it/galleria.html)
21:44:01	296402/296402	---M--	200	added ('OK')	image/jpeg	etag:%22485d2-485006a6f0ec0%22	http://www.rodart.it/images/stories/quadri/03a.jpg	docs/www.rodart.it/images/stories/quadri/03a.jpg	(from http://www.rodart.it/galleria.html)
21:44:05	3030/3030	---M--	200	added ('OK')	image/jpeg	etag:%22bd6-4ddf39259e940%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/08a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/08a.jpg	(from http://www.rodart.it/galleria.html)
21:44:17	272434/272434	---M--	200	added ('OK')	image/jpeg	etag:%2242832-4850070372900%22	http://www.rodart.it/images/stories/quadri/06a.jpg	docs/www.rodart.it/images/stories/quadri/06a.jpg	(from http://www.rodart.it/galleria.html)
21:44:20	2703/2703	---M--	200	added ('OK')	image/jpeg	etag:%22a8f-4ddf391938c00%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/09a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/09a.jpg	(from http://www.rodart.it/galleria.html)
21:44:32	260893/260893	---M--	200	added ('OK')	image/jpeg	etag:%223fb1d-48500711c0ac0%22	http://www.rodart.it/images/stories/quadri/07a.jpg	docs/www.rodart.it/images/stories/quadri/07a.jpg	(from http://www.rodart.it/galleria.html)
21:44:34	3395/3395	---M--	200	added ('OK')	image/jpeg	etag:%22d43-4ddf391a2ce40%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/10a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/10a.jpg	(from http://www.rodart.it/galleria.html)
21:44:40	212881/212881	---M--	200	added ('OK')	image/jpeg	etag:%2233f91-485007200ec80%22	http://www.rodart.it/images/stories/quadri/08a.jpg	docs/www.rodart.it/images/stories/quadri/08a.jpg	(from http://www.rodart.it/galleria.html)
21:44:44	2472/2472	---M--	200	added ('OK')	image/jpeg	etag:%229a8-4ddf3935d4f80%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/11a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/11a.jpg	(from http://www.rodart.it/galleria.html)
21:44:45	219063/219063	---M--	200	added ('OK')	image/jpeg	etag:%22357b7-48500730452c0%22	http://www.rodart.it/images/stories/quadri/09a.jpg	docs/www.rodart.it/images/stories/quadri/09a.jpg	(from http://www.rodart.it/galleria.html)
21:44:48	3138/3138	---M--	200	added ('OK')	image/jpeg	etag:%22c42-4ddf3914740c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/12a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/12a.jpg	(from http://www.rodart.it/galleria.html)
21:45:08	190310/190310	---M--	200	added ('OK')	image/jpeg	etag:%222e766-4ddf3730f0c00%22	http://www.rodart.it/images/stories/quadri/11a.jpg	docs/www.rodart.it/images/stories/quadri/11a.jpg	(from http://www.rodart.it/galleria.html)
21:45:12	3090/3090	---M--	200	added ('OK')	image/jpeg	etag:%22c12-4ddf3914740c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/13a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/13a.jpg	(from http://www.rodart.it/galleria.html)
21:45:16	305919/305919	---M--	200	added ('OK')	image/jpeg	etag:%224aaff-485007407b900%22	http://www.rodart.it/images/stories/quadri/10a.jpg	docs/www.rodart.it/images/stories/quadri/10a.jpg	(from http://www.rodart.it/galleria.html)
21:45:18	182346/182346	---M--	200	added ('OK')	image/jpeg	etag:%222c84a-4da9880491540%22	http://www.rodart.it/images/stories/quadri/12a.jpg	docs/www.rodart.it/images/stories/quadri/12a.jpg	(from http://www.rodart.it/galleria.html)
21:45:20	4047/4047	---M--	200	added ('OK')	image/jpeg	etag:%22fcf-4ddf391568300%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/14a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/14a.jpg	(from http://www.rodart.it/galleria.html)
21:45:24	189885/189885	---M--	200	added ('OK')	image/jpeg	etag:%222e5bd-4ddf378b8a1c0%22	http://www.rodart.it/images/stories/quadri/13a.jpg	docs/www.rodart.it/images/stories/quadri/13a.jpg	(from http://www.rodart.it/galleria.html)
21:45:24	3435/3435	---M--	200	added ('OK')	image/jpeg	etag:%22d6b-4ddf39165c540%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/15a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/15a.jpg	(from http://www.rodart.it/galleria.html)
21:45:28	2713/2713	---M--	200	added ('OK')	image/jpeg	etag:%22a99-4ddf391750780%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/16a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/16a.jpg	(from http://www.rodart.it/galleria.html)
21:45:58	173097/173097	---M--	200	added ('OK')	image/jpeg	etag:%222a429-48500a4aae500%22	http://www.rodart.it/images/stories/quadri/16a.jpg	docs/www.rodart.it/images/stories/quadri/16a.jpg	(from http://www.rodart.it/galleria.html)
21:46:00	2982/2982	---M--	200	added ('OK')	image/jpeg	etag:%22ba6-4ddf3923b64c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/17a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/17a.jpg	(from http://www.rodart.it/galleria.html)
21:46:04	187464/187464	---M--	200	added ('OK')	image/jpeg	etag:%222dc48-48500a6d03600%22	http://www.rodart.it/images/stories/quadri/17a.jpg	docs/www.rodart.it/images/stories/quadri/17a.jpg	(from http://www.rodart.it/galleria.html)
21:46:06	283609/283609	---M--	200	added ('OK')	image/jpeg	etag:%22453d9-48500a257cd40%22	http://www.rodart.it/images/stories/quadri/14a.jpg	docs/www.rodart.it/images/stories/quadri/14a.jpg	(from http://www.rodart.it/galleria.html)
21:46:06	2620/2620	---M--	200	added ('OK')	image/jpeg	etag:%22a3c-4ddf391568300%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/18a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/18a.jpg	(from http://www.rodart.it/galleria.html)
21:46:12	3342/3342	---M--	200	added ('OK')	image/jpeg	etag:%22d0e-4ddf391568300%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/19a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/19a.jpg	(from http://www.rodart.it/galleria.html)
21:46:26	355471/355471	---M--	200	added ('OK')	image/jpeg	etag:%2256c8f-48500a3c60340%22	http://www.rodart.it/images/stories/quadri/15a.jpg	docs/www.rodart.it/images/stories/quadri/15a.jpg	(from http://www.rodart.it/galleria.html)
21:46:30	3616/3616	---M--	200	added ('OK')	image/jpeg	etag:%22e20-4ddf39165c540%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/20a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/20a.jpg	(from http://www.rodart.it/galleria.html)
21:46:32	125819/125819	---M--	200	added ('OK')	image/jpeg	etag:%221eb7b-4ddf385894580%22	http://www.rodart.it/images/stories/quadri/19a.jpg	docs/www.rodart.it/images/stories/quadri/19a.jpg	(from http://www.rodart.it/galleria.html)
21:46:34	1830/1830	---M--	200	added ('OK')	image/jpeg	etag:%22726-4ddf391750780%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/21a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/21a.jpg	(from http://www.rodart.it/galleria.html)
21:46:35	178848/178848	---M--	200	added ('OK')	image/jpeg	etag:%222baa0-48500a86c32c0%22	http://www.rodart.it/images/stories/quadri/18a.jpg	docs/www.rodart.it/images/stories/quadri/18a.jpg	(from http://www.rodart.it/galleria.html)
21:46:38	3077/3077	---M--	200	added ('OK')	image/jpeg	etag:%22c05-4ddf3918449c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/22a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/22a.jpg	(from http://www.rodart.it/galleria.html)
21:46:41	155169/155169	---M--	200	added ('OK')	image/jpeg	etag:%2225e21-4ddf38b239900%22	http://www.rodart.it/images/stories/quadri/20a.jpg	docs/www.rodart.it/images/stories/quadri/20a.jpg	(from http://www.rodart.it/galleria.html)
21:46:44	2973/2973	---M--	200	added ('OK')	image/jpeg	etag:%22b9d-4ddf391750780%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/23a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/23a.jpg	(from http://www.rodart.it/galleria.html)
21:46:52	117283/117283	---M--	200	added ('OK')	image/jpeg	etag:%221ca23-485013b49dac0%22	http://www.rodart.it/images/stories/quadri/21a.jpg	docs/www.rodart.it/images/stories/quadri/21a.jpg	(from http://www.rodart.it/galleria.html)
21:46:56	2816/2816	---M--	200	added ('OK')	image/jpeg	etag:%22b00-4ddf391750780%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/24a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/24a.jpg	(from http://www.rodart.it/galleria.html)
21:47:17	233316/233316	---M--	200	added ('OK')	image/jpeg	etag:%2238f64-485013cc75300%22	http://www.rodart.it/images/stories/quadri/22a.jpg	docs/www.rodart.it/images/stories/quadri/22a.jpg	(from http://www.rodart.it/galleria.html)
21:47:20	3188/3188	---M--	200	added ('OK')	image/jpeg	etag:%22c74-4ddf3918449c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/25a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/25a.jpg	(from http://www.rodart.it/galleria.html)
21:47:20	225995/225995	---M--	200	added ('OK')	image/jpeg	etag:%22372cb-485013e729200%22	http://www.rodart.it/images/stories/quadri/23a.jpg	docs/www.rodart.it/images/stories/quadri/23a.jpg	(from http://www.rodart.it/galleria.html)
21:47:24	3472/3472	---M--	200	added ('OK')	image/jpeg	etag:%22d90-4ddf391938c00%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/26a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/26a.jpg	(from http://www.rodart.it/galleria.html)
21:47:35	283661/283661	---M--	200	added ('OK')	image/jpeg	etag:%224540d-485014988b480%22	http://www.rodart.it/images/stories/quadri/24a.jpg	docs/www.rodart.it/images/stories/quadri/24a.jpg	(from http://www.rodart.it/galleria.html)
21:47:38	2287/2287	---M--	200	added ('OK')	image/jpeg	etag:%228ef-4ddf391a2ce40%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/27a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/27a.jpg	(from http://www.rodart.it/galleria.html)
21:47:44	130923/130923	---M--	200	added ('OK')	image/jpeg	etag:%221ff6b-4ddf38096cac0%22	http://www.rodart.it/images/stories/quadri/26a.jpg	docs/www.rodart.it/images/stories/quadri/26a.jpg	(from http://www.rodart.it/galleria.html)
21:47:46	2990/2990	---M--	200	added ('OK')	image/jpeg	etag:%22bae-4ddf3923b64c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/28a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/28a.jpg	(from http://www.rodart.it/galleria.html)
21:47:48	121646/121646	---M--	200	added ('OK')	image/jpeg	etag:%221db2e-485014ca22980%22	http://www.rodart.it/images/stories/quadri/27a.jpg	docs/www.rodart.it/images/stories/quadri/27a.jpg	(from http://www.rodart.it/galleria.html)
21:47:52	3628/3628	---M--	200	added ('OK')	image/jpeg	etag:%22e2c-4ddf3918449c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/29a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/29a.jpg	(from http://www.rodart.it/galleria.html)
21:47:54	318684/318684	---M--	200	added ('OK')	image/jpeg	etag:%224dcdc-4850147171840%22	http://www.rodart.it/images/stories/quadri/25a.jpg	docs/www.rodart.it/images/stories/quadri/25a.jpg	(from http://www.rodart.it/galleria.html)
21:47:56	2252/2252	---M--	200	added ('OK')	image/jpeg	etag:%228cc-4ddf3918449c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/30a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/30a.jpg	(from http://www.rodart.it/galleria.html)
21:48:16	201995/201995	---M--	200	added ('OK')	image/jpeg	etag:%223150b-485014db4d200%22	http://www.rodart.it/images/stories/quadri/28a.jpg	docs/www.rodart.it/images/stories/quadri/28a.jpg	(from http://www.rodart.it/galleria.html)
21:48:19	1920/1920	---M--	200	added ('OK')	image/jpeg	etag:%22780-4ddf391938c00%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/31a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/31a.jpg	(from http://www.rodart.it/galleria.html)
21:48:28	206424/206424	---M--	200	added ('OK')	image/jpeg	etag:%2232658-485015081fbc0%22	http://www.rodart.it/images/stories/quadri/30a.jpg	docs/www.rodart.it/images/stories/quadri/30a.jpg	(from http://www.rodart.it/galleria.html)
21:48:28	188404/188404	---M--	200	added ('OK')	image/jpeg	etag:%222dff4-4850151761fc0%22	http://www.rodart.it/images/stories/quadri/31a.jpg	docs/www.rodart.it/images/stories/quadri/31a.jpg	(from http://www.rodart.it/galleria.html)
21:48:32	2379/2379	---M--	200	added ('OK')	image/jpeg	etag:%2294b-4ddf391b21080%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/32a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/32a.jpg	(from http://www.rodart.it/galleria.html)
21:48:36	1523/1523	---M--	200	added ('OK')	image/jpeg	etag:%225f3-4ddf391c152c0%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/33a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/33a.jpg	(from http://www.rodart.it/galleria.html)
21:48:39	292227/292227	---M--	200	added ('OK')	image/jpeg	etag:%2247583-485014f048380%22	http://www.rodart.it/images/stories/quadri/29a.jpg	docs/www.rodart.it/images/stories/quadri/29a.jpg	(from http://www.rodart.it/galleria.html)
21:48:42	1317/1317	---M--	200	added ('OK')	image/jpeg	etag:%22525-4ddf391938c00%22	http://www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/34a.jpg	docs/www.rodart.it/mambots/content/plugin_jw_sig/icache/images/stories/quadri/34a.jpg	(from http://www.rodart.it/galleria.html)
21:48:43	7326/7326	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:48:42%20GMT	http://www.rodart.it/contatti.html	docs/www.rodart.it/contatti.html	(from http://www.rodart.it/contatti/rod-a/rosalba-darienzo.html)
21:48:44	7502/7502	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:48:43%20GMT	http://www.rodart.it/?option=com_content&task=view&id=23	docs/www.rodart.it/index5ec3.html	(from http://www.rodart.it/recensioni/dino-maras.html)
